# {"t_start": 1593266599.8579977, "env_id": "InvertedDoublePendulum-v2"} 
r,l,t
72.717443,8,1.4128
45.344352,5,1.418653
35.517878,4,1.423354
35.816807,4,1.427345
45.466786,5,1.432093
26.877492,3,1.4351
26.858141,3,1.438902
45.082153,5,1.444514
45.014466,5,1.449386
45.408109,5,1.4547
26.884117,3,1.458722
26.996596,3,1.461808
35.93861,4,1.465755
26.885499,3,1.468719
45.601498,5,1.474903
44.987341,5,1.47975
45.322779,5,1.484454
45.191255,5,1.489199
35.806559,4,1.494637
35.534858,4,1.49918
63.834073,7,1.505939
63.660337,7,1.514687
91.7847,10,1.524386
54.472121,6,1.531159
35.954141,4,1.535067
35.281907,4,1.538911
26.661403,3,1.542086
54.808787,6,1.549238
63.779369,7,1.556568
26.783116,3,1.559653
45.223059,5,1.565747
35.324007,4,1.569835
54.484028,6,1.575478
62.928057,7,1.583045
35.901278,4,1.587003
35.206502,4,1.590865
35.583585,4,1.594787
35.507417,4,1.598806
63.612943,7,1.606873
35.474755,4,1.610847
26.796296,3,1.613945
35.52554,4,1.61918
54.491413,6,1.624946
35.62607,4,1.628873
82.395765,9,1.638907
63.965153,7,1.645506
63.937057,7,1.652323
44.898457,5,1.658296
35.612817,4,1.66244
54.698034,6,1.668019
53.977594,6,1.675762
35.209394,4,1.67988
36.101398,4,1.683807
63.390739,7,1.691612
44.72787,5,1.69652
54.842496,6,1.702263
45.276274,5,1.70747
35.5221,4,1.712744
26.859013,3,1.716038
35.95581,4,1.719969
54.694815,6,1.726855
45.26336,5,1.731797
36.088304,4,1.735659
45.223186,5,1.74145
54.177488,6,1.747934
36.183926,4,1.751972
54.439551,6,1.757604
35.679207,4,1.762296
36.047016,4,1.767627
35.960504,4,1.771615
36.105492,4,1.775526
26.666295,3,1.779171
44.951946,5,1.784606
45.106686,5,1.789394
26.975225,3,1.792402
63.699854,7,1.800751
63.548464,7,1.807985
35.462076,4,1.811975
35.891358,4,1.816941
35.516864,4,1.821043
44.808071,5,1.825831
36.199219,4,1.829797
35.649095,4,1.834837
44.956971,5,1.83986
35.668165,4,1.843839
45.335931,5,1.84928
44.601043,5,1.85482
35.157653,4,1.858749
54.294519,6,1.864343
53.931955,6,1.871021
36.125379,4,1.875007
35.488552,4,1.87908
36.000524,4,1.883073
36.036003,4,1.88806
35.516604,4,1.89273
36.066299,4,1.896835
44.973606,5,1.901916
63.432109,7,1.909556
36.060783,4,1.914004
26.755172,3,1.91702
36.14401,4,1.922104
54.157769,6,1.927929
54.721897,6,1.933586
35.752073,4,1.937773
35.904162,4,1.943197
44.808693,5,1.948345
54.055252,6,1.954328
45.380514,5,1.960421
63.996184,7,1.967197
44.843731,5,1.972726
26.851943,3,1.976763
63.233243,7,1.984229
35.631316,4,1.988302
44.960421,5,1.993459
35.567402,4,1.999011
45.29268,5,2.003954
35.52018,4,2.007987
35.962178,4,2.013454
54.101195,6,2.019348
35.897545,4,2.023237
54.172129,6,2.030338
35.636679,4,2.034356
44.896655,5,2.039072
35.55253,4,2.042923
35.58765,4,2.046993
36.10405,4,2.05242
35.873113,4,2.056975
35.508273,4,2.061013
26.831558,3,2.064348
35.861567,4,2.069183
26.945647,3,2.072491
36.185422,4,2.076428
35.243713,4,2.080582
35.455842,4,2.08512
53.619727,6,2.090854
54.866616,6,2.096538
26.851687,3,2.099591
35.637729,4,2.104854
55.033067,6,2.111494
45.26313,5,2.116507
35.803359,4,2.122063
36.040153,4,2.126219
26.908715,3,2.129212
44.859523,5,2.134544
45.003339,5,2.140427
26.733588,3,2.143573
35.943681,4,2.147438
44.868177,5,2.152244
35.849138,4,2.156739
36.249894,4,2.16161
45.129647,5,2.16648
26.878519,3,2.169575
35.998079,4,2.174692
