# {"t_start": 1593273414.2912412, "env_id": "InvertedDoublePendulum-v2"} 
r,l,t
54.253294,6,1.605349
54.581,6,1.611513
54.670889,6,1.61796
63.710127,7,1.625826
35.706795,4,1.630409
35.685546,4,1.634744
64.066475,7,1.642164
54.101845,6,1.648513
54.457957,6,1.654786
45.16899,5,1.660093
54.073007,6,1.666406
73.280832,8,1.674642
45.338094,5,1.680005
54.72943,6,1.68631
44.821164,5,1.691603
63.343193,7,1.698908
73.306423,8,1.707219
35.779478,4,1.711564
63.439979,7,1.718822
36.149689,4,1.723258
73.157091,8,1.731498
73.379508,8,1.739832
54.520726,6,1.746113
54.57921,6,1.7526
64.136831,7,1.760036
82.249766,9,1.769617
63.736188,7,1.776549
63.488785,7,1.783314
45.114686,5,1.788342
35.805137,4,1.792342
72.814589,8,1.800056
63.450651,7,1.806787
91.684775,10,1.816357
63.569077,7,1.823144
44.863762,5,1.828066
73.098309,8,1.835749
63.737379,7,1.842515
35.623223,4,1.846486
35.999326,4,1.85054
72.862082,8,1.858208
72.930155,8,1.865937
81.983114,9,1.874741
63.524754,7,1.881528
63.717028,7,1.888254
72.221375,8,1.895944
100.465865,11,1.906353
54.436908,6,1.912213
36.110164,4,1.916243
63.963131,7,1.922992
45.404109,5,1.927931
54.483659,6,1.933779
63.789325,7,1.940499
54.540616,6,1.94631
81.935761,9,1.954885
54.201108,6,1.960749
73.245813,8,1.968678
36.055886,4,1.97295
63.300488,7,1.979764
73.460206,8,1.987496
63.727218,7,1.994258
81.853059,9,2.002775
45.322477,5,2.007738
82.415746,9,2.016309
44.927614,5,2.021329
36.028467,4,2.025343
63.567222,7,2.032072
119.869799,13,2.044331
44.911132,5,2.049236
91.548669,10,2.058761
54.697749,6,2.064649
44.724141,5,2.069773
44.592411,5,2.07476
35.459804,4,2.07874
35.41648,4,2.082758
63.568974,7,2.089508
100.315594,11,2.099876
45.357043,5,2.104815
63.275472,7,2.111554
53.929756,6,2.117424
64.30659,7,2.12412
137.966184,15,2.138229
35.560573,4,2.142214
101.453683,11,2.152657
35.855204,4,2.156663
45.211412,5,2.16164
35.874512,4,2.165624
128.503203,14,2.178984
63.742695,7,2.185804
109.773685,12,2.197128
63.42173,7,2.203856
72.769099,8,2.211507
82.151133,9,2.220204
90.877224,10,2.229887
35.431741,4,2.233991
44.909224,5,2.238935
35.711874,4,2.242957
81.924524,9,2.251485
63.766772,7,2.258223
82.356459,9,2.266865
63.740364,7,2.273665
35.680386,4,2.277648
63.667775,7,2.284354
91.084469,10,2.293878
36.057275,4,2.297909
63.502281,7,2.304651
54.569707,6,2.310486
44.757452,5,2.315436
35.896819,4,2.319432
72.819845,8,2.327125
54.624869,6,2.332976
63.530408,7,2.339689
128.376658,14,2.352908
54.399779,6,2.358735
54.279913,6,2.364718
45.094452,5,2.369632
54.313013,6,2.375502
72.919212,8,2.38319
63.598794,7,2.389917
54.325688,6,2.395728
53.799736,6,2.401541
54.289955,6,2.407321
54.740827,6,2.413184
26.733662,3,2.416198
45.022434,5,2.42118
45.420394,5,2.426141
63.995544,7,2.432887
26.926445,3,2.435992
54.292273,6,2.441835
81.722241,9,2.450336
54.199425,6,2.456134
54.351649,6,2.462047
35.895829,4,2.466073
82.850038,9,2.47464
45.250704,5,2.479556
35.880999,4,2.483587
35.857291,4,2.487567
45.199958,5,2.492507
26.820433,3,2.49559
82.627576,9,2.504148
35.853508,4,2.50816
53.885083,6,2.514025
64.20476,7,2.520766
36.149698,4,2.524783
54.07327,6,2.530582
54.463855,6,2.536382
91.937888,10,2.545935
91.90607,10,2.5555
63.619066,7,2.562309
63.463136,7,2.569069
45.130317,5,2.57411
35.521811,4,2.57809
35.750618,4,2.582128
63.425976,7,2.58891
53.996126,6,2.594741
72.810375,8,2.602362
44.857103,5,2.607273
45.052209,5,2.61221
45.138462,5,2.617162
63.68885,7,2.623873
54.211627,6,2.629701
72.598557,8,2.63737
54.567924,6,2.643198
72.875563,8,2.650897
44.869039,5,2.655854
63.272851,7,2.662616
73.274174,8,2.670308
35.817655,4,2.674309
36.181047,4,2.678277
54.719256,6,2.684111
82.369728,9,2.69268
100.505297,11,2.703092
54.272058,6,2.708937
54.312597,6,2.714789
63.267274,7,2.721566
54.400674,6,2.727377
72.842332,8,2.735035
35.820013,4,2.739009
44.61127,5,2.743946
44.986481,5,2.748897
63.856558,7,2.755613
45.060895,5,2.760555
35.737903,4,2.764527
45.116454,5,2.769425
44.936852,5,2.774364
73.313995,8,2.78202
63.822149,7,2.788784
54.602478,6,2.794566
73.160854,8,2.802223
45.374163,5,2.807132
35.516235,4,2.811103
35.742907,4,2.81519
35.850214,4,2.819226
45.087646,5,2.824344
45.389363,5,2.82936
63.496578,7,2.836158
63.379067,7,2.842926
35.179195,4,2.846937
54.062856,6,2.852793
35.995224,4,2.856835
35.510404,4,2.860853
35.972241,4,2.864884
63.567971,7,2.871643
63.796377,7,2.878409
63.622874,7,2.88517
45.213639,5,2.890078
35.507584,4,2.894099
35.904126,4,2.898074
101.121774,11,2.908455
73.005198,8,2.916116
91.614543,10,2.925672
54.165577,6,2.931467
54.159315,6,2.937315
63.379721,7,2.944012
63.037077,7,2.950772
35.628822,4,2.954783
63.179476,7,2.961531
44.791829,5,2.966447
101.345781,11,2.976898
53.877076,6,2.982697
128.809137,14,2.99579
35.872527,4,2.999813
54.733678,6,3.005643
119.346844,13,3.017869
36.249946,4,3.02188
36.039389,4,3.025853
53.920658,6,3.031664
35.925383,4,3.035699
35.953784,4,3.039687
63.72372,7,3.046415
63.564329,7,3.053207
45.400748,5,3.05807
54.445662,6,3.063934
44.892971,5,3.068918
45.193798,5,3.073864
72.611794,8,3.081512
36.052046,4,3.085588
54.513396,6,3.091422
63.961618,7,3.098185
44.384769,5,3.103182
64.060717,7,3.109928
54.076285,6,3.115762
73.39713,8,3.123401
54.506429,6,3.129291
72.671044,8,3.136961
45.17863,5,3.141839
26.808208,3,3.144953
35.672441,4,3.148937
36.078402,4,3.152949
63.518949,7,3.159703
72.804347,8,3.167399
44.994603,5,3.172291
91.743927,10,3.181773
45.357336,5,3.186684
45.174558,5,3.191588
72.894429,8,3.19923
73.222616,8,3.206818
54.643859,6,3.212703
54.475599,6,3.218503
35.816476,4,3.222537
64.119987,7,3.229251
54.145084,6,3.235115
35.770006,4,3.239126
91.364504,10,3.248614
35.431945,4,3.252596
36.137434,4,3.256614
44.967324,5,3.261558
53.827901,6,3.267407
45.098247,5,3.272321
54.338382,6,3.278162
101.456714,11,3.288611
72.783898,8,3.296235
36.034683,4,3.300234
54.447865,6,3.306062
100.993394,11,3.316505
73.117797,8,3.324178
45.526977,5,3.329124
54.580161,6,3.334935
54.534595,6,3.34077
63.960485,7,3.34757
63.629814,7,3.354295
63.724151,7,3.361029
35.870334,4,3.365103
35.50174,4,3.369132
35.600881,4,3.373148
45.257019,5,3.378083
36.039157,4,3.382097
54.438992,6,3.387884
100.515103,11,3.398507
54.433404,6,3.404497
73.502215,8,3.412441
36.073058,4,3.416384
72.820243,8,3.424698
82.364014,9,3.433434
54.29457,6,3.439434
36.079664,4,3.443584
35.900322,4,3.447654
73.244776,8,3.45552
72.972468,8,3.463308
54.26715,6,3.469242
101.175878,11,3.47987
109.470003,12,3.491181
54.595224,6,3.497024
72.711105,8,3.504775
36.125614,4,3.508875
35.509057,4,3.512988
54.493386,6,3.51885
26.927756,3,3.521974
63.641637,7,3.528931
35.606773,4,3.532933
63.321399,7,3.539766
45.159722,5,3.544982
26.86057,3,3.548098
72.627044,8,3.555975
26.863047,3,3.559311
45.046095,5,3.564333
36.23311,4,3.568472
63.945453,7,3.575531
54.433367,6,3.581702
35.542461,4,3.585803
54.383525,6,3.59165
82.317568,9,3.600311
54.164451,6,3.606411
44.908975,5,7.887946
63.493739,7,7.894866
44.876043,5,7.899958
45.207793,5,7.904932
54.028816,6,7.910894
54.542514,6,7.916768
44.676369,5,7.921683
73.156261,8,7.929357
54.410656,6,7.935227
63.593649,7,7.942024
81.690807,9,7.950584
54.468169,6,7.956474
82.113282,9,7.965037
45.330366,5,7.969939
91.629447,10,7.979444
73.052738,8,7.98717
35.607363,4,7.991194
82.087675,9,7.999742
82.240074,9,8.008312
45.299531,5,8.013283
203.2295,22,8.03369
109.647422,12,8.045019
63.666014,7,8.051773
54.69296,6,8.057571
54.546806,6,8.063384
64.08956,7,8.070192
54.092015,6,8.075987
63.932819,7,8.082714
54.661451,6,8.088574
54.632274,6,8.094377
54.292913,6,8.100202
54.143407,6,8.106001
45.234355,5,8.110943
54.311876,6,8.117895
35.604215,4,8.121874
44.919877,5,8.126808
54.713241,6,8.132759
45.233395,5,8.137596
63.622838,7,8.144314
100.821486,11,8.154752
54.004835,6,8.160552
54.580993,6,8.16644
35.400498,4,8.170416
91.490682,10,8.179922
54.690846,6,8.185694
73.426217,8,8.193265
63.606522,7,8.199973
73.091185,8,8.207607
45.089375,5,8.212622
82.495294,9,8.221176
44.87202,5,8.226045
64.133529,7,8.23282
35.889218,4,8.236856
63.468415,7,8.243584
54.229043,6,8.249393
73.002436,8,8.25704
45.530442,5,8.262048
54.337892,6,8.26787
45.042215,5,8.272763
81.76903,9,8.281349
35.943,4,8.285379
45.115236,5,8.290258
