# {"t_start": 1594067331.8156536, "env_id": "MountainCarSparse-v0"} 
r,l,t
0,999,2.263917
0,999,3.027054
0,999,4.909154
0,999,5.683877
0,999,7.542243
0,999,8.315759
0,999,10.226206
0,999,11.037856
0,999,12.90729
0,999,13.727165
0,999,15.605368
0,999,16.398389
0,999,18.264817
0,999,19.05853
0,999,20.918601
0,999,21.711152
0,999,23.563252
0,999,24.360571
0,999,26.204309
0,999,26.996827
0,999,28.868896
0,999,29.677267
0,999,31.531279
0,999,32.328299
0,999,34.210846
0,999,35.004501
0,999,36.862113
0,999,37.658383
0,999,39.529447
0,999,40.31797
0,999,42.16347
0,999,42.951498
0,999,44.824514
0,999,45.613967
0,999,47.475113
0,999,48.264834
0,999,50.145125
0,999,50.935671
0,999,52.809338
0,999,53.618747
0,999,54.421144
0,999,56.296595
0,999,57.105463
0,999,58.96936
0,999,59.777918
0,999,61.663427
0,999,62.446243
0,999,64.311908
0,999,65.096147
0,999,66.968636
0,999,67.750605
0,999,69.620867
0,999,70.404365
0,999,72.276278
0,999,73.069127
0,999,74.957885
0,999,75.744785
0,999,77.601853
0,999,78.387713
0,999,80.248995
0,999,81.034133
0,999,82.896927
0,999,83.694443
0,999,85.563199
0,999,86.380305
0,999,88.237283
0,999,89.031885
0,999,90.91708
0,999,91.71936
0,999,93.60767
0,999,94.424892
0,999,96.287789
0,999,97.082381
0,999,98.93909
0,999,99.735328
0,999,101.587139
0,999,102.410815
0,999,104.273772
0,999,105.082336
0,999,106.95684
0,999,107.7475
0,999,108.538601
0,999,110.407841
0,999,111.19955
0,999,113.062188
0,999,113.853394
0,999,115.726449
0,999,116.518155
0,999,118.362559
0,999,119.154506
0,999,121.025633
0,999,121.815708
0,999,123.65624
0,999,124.445921
0,999,126.307428
0,999,127.109148
0,999,128.965223
0,999,129.759267
0,999,131.62101
0,999,132.413282
0,999,134.279239
0,999,135.069756
0,999,136.946298
0,999,137.731177
0,999,139.593296
0,999,140.376984
0,999,142.247423
0,999,143.035899
0,999,144.90884
0,999,145.695664
0,999,147.571915
0,999,148.362088
0,999,150.230538
0,999,151.032038
0,999,152.966473
0,999,153.754644
0,999,155.646677
0,999,156.450912
0,999,158.347145
0,999,159.132808
0,999,160.975149
0,999,161.766925
0,999,162.550862
0,999,164.415524
0,999,165.201126
0,999,167.071287
0,999,167.855286
0,999,169.71659
0,999,170.515478
0,999,172.392082
0,999,173.183192
0,999,175.058367
0,999,175.850351
0,999,177.706879
0,999,178.497928
0,999,180.356394
0,999,181.141579
0,999,183.019468
0,999,183.809695
0,999,185.660906
0,999,186.4514
0,999,188.309325
0,999,189.102536
0,999,190.954194
0,999,191.749141
0,999,193.601076
0,999,194.395058
0,999,196.248517
0,999,197.046752
0,999,198.908684
0,999,199.702706
0,999,201.573753
0,999,202.368767
0,999,204.2319
0,999,205.029792
0,999,206.900357
0,999,207.696788
0,999,209.539356
0,999,210.32713
0,999,212.181546
0,999,212.977948
0,999,214.85587
0,999,215.647543
0,999,216.449021
0,999,218.347785
0,999,219.142972
0,999,221.007993
0,999,221.80143
0,999,223.669524
0,999,224.463813
0,999,226.334988
0,999,227.132819
0,999,229.009838
0,999,229.796169
0,999,231.666959
0,999,232.468368
0,999,234.334677
0,999,235.1209
0,999,237.003484
0,999,237.800123
0,999,239.685198
0,999,240.483484
0,999,242.356173
0,999,243.158619
0,999,245.013612
0,999,245.801189
0,999,247.651783
0,999,248.442538
0,999,250.306909
0,999,251.102785
0,999,252.983567
0,999,253.783949
0,999,255.640364
0,999,256.428089
0,999,258.309358
0,999,259.111618
0,999,260.967011
0,999,261.763442
0,999,263.63567
0,999,264.428284
0,999,266.286575
0,999,267.079378
0,999,268.949788
0,999,269.750693
0,999,270.548007
0,999,272.41922
0,999,273.215738
0,999,275.106388
1.0,328,275.364286
0,999,277.247833
0,999,278.040512
0,999,279.902703
1.0,402,280.221245
0,999,281.011737
0,999,282.893514
0,999,283.691174
0,999,285.566332
1.0,565,286.019431
0,999,286.817773
1.0,334,288.159096
1.0,355,288.444392
1.0,189,288.594369
1.0,227,288.774856
1.0,558,289.217795
1.0,822,290.966508
1.0,572,291.421277
1.0,202,291.581529
1.0,600,292.053617
1.0,200,292.212233
1.0,190,293.464153
1.0,198,293.622504
1.0,217,293.796372
1.0,683,294.399811
1.0,196,294.554582
1.0,424,294.890969
1.0,826,296.640881
1.0,278,296.860047
1.0,327,297.117846
1.0,295,297.351933
1.0,557,298.892859
1.0,637,299.411386
1.0,366,299.705531
1.0,194,299.859845
1.0,332,300.12289
1.0,183,300.268006
1.0,397,301.672597
1.0,522,302.118884
