# {"t_start": 1593300166.844325, "env_id": "MountainCar-v0"} 
r,l,t
-200.0,200,1.543133
-200.0,200,1.713058
-200.0,200,1.883542
-200.0,200,2.053494
-200.0,200,2.222718
-200.0,200,2.392656
-200.0,200,2.561993
-200.0,200,2.731757
-200.0,200,2.901101
-200.0,200,3.070575
-200.0,200,7.322789
-200.0,200,7.489108
-200.0,200,7.654596
-200.0,200,7.824313
-200.0,200,7.988999
-200.0,200,8.158787
-200.0,200,8.327667
-200.0,200,8.498572
-200.0,200,8.670619
-200.0,200,8.844118
-200.0,200,22.536575
-200.0,200,22.707457
-200.0,200,22.88873
-200.0,200,23.061836
-200.0,200,23.232246
-200.0,200,23.403158
-200.0,200,23.574488
-200.0,200,23.744652
-200.0,200,23.914596
-200.0,200,24.084449
-200.0,200,37.600776
-200.0,200,37.770773
-200.0,200,37.943138
-200.0,200,38.11577
-200.0,200,38.292743
-200.0,200,38.465224
-200.0,200,38.634692
-200.0,200,38.804936
-200.0,200,38.97639
-200.0,200,39.147452
-200.0,200,52.806742
-200.0,200,52.97728
-200.0,200,53.147549
-200.0,200,53.318509
-200.0,200,53.488335
-200.0,200,53.657889
-200.0,200,53.828335
-200.0,200,53.998039
-200.0,200,54.168071
-200.0,200,54.341771
-200.0,200,54.519087
-200.0,200,67.983854
-200.0,200,68.157182
-200.0,200,68.32805
-200.0,200,68.498583
-200.0,200,68.66923
-200.0,200,68.84014
-200.0,200,69.011257
-200.0,200,69.186298
-200.0,200,69.361967
-200.0,200,69.5374
-200.0,200,83.173023
-200.0,200,83.345712
-200.0,200,83.519984
-200.0,200,83.693941
-200.0,200,83.867723
-200.0,200,84.046198
-200.0,200,84.223229
-200.0,200,84.401815
-200.0,200,84.580096
-200.0,200,84.761056
-200.0,200,98.498395
-200.0,200,98.670618
-200.0,200,98.843226
-200.0,200,99.021908
-166.0,166,99.17968
-200.0,200,99.360255
-187.0,187,99.525085
-200.0,200,99.701108
-200.0,200,99.877129
-200.0,200,100.048854
-176.0,176,100.201981
-200.0,200,113.787751
-200.0,200,113.961714
-173.0,173,114.113682
-200.0,200,114.290971
-200.0,200,114.466931
-176.0,176,114.621673
-170.0,170,114.770847
-167.0,167,114.913929
-200.0,200,115.085593
-200.0,200,115.257802
-200.0,200,115.429391
-167.0,167,128.941845
-167.0,167,129.101353
-171.0,171,129.260904
-178.0,178,129.42124
-166.0,166,129.569461
-170.0,170,129.718068
-200.0,200,129.889236
-200.0,200,130.063788
-200.0,200,130.241821
-158.0,158,130.389141
-170.0,170,130.544887
-200.0,200,144.066572
-175.0,175,144.226562
-157.0,157,144.371402
-193.0,193,144.547719
-200.0,200,144.729367
-163.0,163,144.896427
-200.0,200,145.07881
-157.0,157,145.221452
-169.0,169,145.378399
-160.0,160,145.52429
-179.0,179,145.689097
-157.0,157,145.832136
-200.0,200,160.037943
-152.0,152,160.178041
-170.0,170,160.334009
-157.0,157,160.476515
-155.0,155,160.614082
-172.0,172,160.765247
-160.0,160,160.905815
-169.0,169,161.054903
-150.0,150,161.187812
-160.0,160,161.331521
-154.0,154,161.4683
-158.0,158,161.60756
-164.0,164,177.878839
-200.0,200,178.127976
-157.0,157,178.274537
-200.0,200,178.454979
-165.0,165,178.603057
-133.0,133,178.722584
-197.0,197,178.899408
-154.0,154,179.037504
-200.0,200,179.271432
-166.0,166,179.436629
-200.0,200,179.780506
-153.0,153,179.951767
-152.0,152,199.989271
-158.0,158,200.268452
-155.0,155,200.5071
-150.0,150,200.814414
-179.0,179,201.210962
-190.0,190,201.507111
-156.0,156,201.82593
-157.0,157,202.055241
-162.0,162,202.223766
-165.0,165,202.39248
-161.0,161,202.583115
-162.0,162,202.858608
-166.0,166,203.066033
-150.0,150,224.77378
-149.0,149,224.907243
-157.0,157,225.115541
-157.0,157,225.276272
-158.0,158,225.417918
-158.0,158,225.565762
-152.0,152,225.701829
-154.0,154,225.949263
-155.0,155,226.143875
-159.0,159,226.309289
-152.0,152,226.471312
-167.0,167,226.711798
-159.0,159,226.854961
-153.0,153,249.561399
-161.0,161,249.765617
-160.0,160,249.907984
-164.0,164,250.126199
-161.0,161,250.419495
-147.0,147,250.598132
-164.0,164,250.768278
-161.0,161,250.934287
-154.0,154,251.139052
-154.0,154,251.405595
-152.0,152,251.540563
-156.0,156,251.679743
-148.0,148,251.811387
-156.0,156,272.587054
-152.0,152,272.788526
-158.0,158,272.95365
-146.0,146,273.177656
-146.0,146,273.333496
-143.0,143,273.551044
-159.0,159,273.827525
-141.0,141,274.000071
-145.0,145,274.210611
-147.0,147,274.342066
-153.0,153,274.478536
-157.0,157,274.618534
-150.0,150,274.834233
-153.0,153,275.091047
-150.0,150,296.894477
-144.0,144,297.075541
-150.0,150,297.208225
-153.0,153,297.414712
-141.0,141,297.539211
-159.0,159,297.67908
-180.0,180,297.935833
-148.0,148,298.165565
-182.0,182,298.350621
-156.0,156,298.512737
-153.0,153,298.692407
-179.0,179,298.95462
-148.0,148,299.093573
