# {"t_start": 1593282315.3344018, "env_id": "MountainCar-v0"} 
r,l,t
-200.0,200,2.693244
-200.0,200,2.940417
-200.0,200,3.290336
-200.0,200,3.621338
-200.0,200,3.960594
-200.0,200,4.323175
-200.0,200,4.496993
-200.0,200,4.750726
-200.0,200,5.118342
-200.0,200,5.395458
-200.0,200,7.912305
-200.0,200,8.096573
-200.0,200,8.394933
-200.0,200,8.621122
-200.0,200,8.983502
-200.0,200,9.234775
-200.0,200,9.490947
-200.0,200,9.763368
-200.0,200,10.097848
-200.0,200,10.390028
-200.0,200,12.563449
-200.0,200,12.738067
-200.0,200,12.91276
-200.0,200,13.087317
-200.0,200,13.3669
-200.0,200,13.56309
-200.0,200,13.771619
-200.0,200,14.086912
-200.0,200,14.310102
-200.0,200,14.554604
-200.0,200,16.62187
-200.0,200,16.823319
-200.0,200,17.010385
-200.0,200,17.196563
-200.0,200,17.377095
-200.0,200,17.599344
-200.0,200,17.798576
-200.0,200,17.97281
-200.0,200,18.272552
-200.0,200,18.521896
-200.0,200,20.5115
-200.0,200,20.700167
-200.0,200,20.877811
-200.0,200,21.070083
-200.0,200,21.276959
-200.0,200,21.55776
-200.0,200,21.737754
-200.0,200,21.920526
-200.0,200,22.108405
-200.0,200,22.329377
-200.0,200,22.656855
-200.0,200,24.570477
-200.0,200,24.900938
-200.0,200,25.245212
-200.0,200,25.596317
-200.0,200,25.850518
-200.0,200,26.092311
-200.0,200,26.399684
-200.0,200,26.657185
-200.0,200,26.996284
-200.0,200,27.216806
-200.0,200,29.434453
-200.0,200,29.685289
-200.0,200,29.937027
-200.0,200,30.110915
-200.0,200,30.358769
-200.0,200,30.532934
-200.0,200,30.733036
-200.0,200,31.073058
-200.0,200,31.39206
-200.0,200,31.564163
-200.0,200,33.662813
-200.0,200,33.89553
-200.0,200,34.067528
-200.0,200,34.24054
-200.0,200,34.425624
-200.0,200,34.599028
-200.0,200,34.772268
-200.0,200,35.108913
-200.0,200,35.453114
-200.0,200,35.636878
-200.0,200,37.624856
-200.0,200,37.969495
-200.0,200,38.290979
-200.0,200,38.463945
-200.0,200,38.639035
-200.0,200,38.85851
-200.0,200,39.138886
-200.0,200,39.402799
-200.0,200,39.698146
-200.0,200,39.939066
-200.0,200,40.139104
-200.0,200,42.455722
-200.0,200,42.678524
-200.0,200,42.925344
-200.0,200,43.266856
-200.0,200,43.522214
-200.0,200,43.780124
-200.0,200,43.968179
-200.0,200,44.14676
-200.0,200,44.454796
-200.0,200,44.628094
-200.0,200,46.813217
-200.0,200,47.100729
-200.0,200,47.343824
-200.0,200,47.51691
-200.0,200,47.755686
-200.0,200,47.988296
-200.0,200,48.210027
-200.0,200,48.544117
-200.0,200,48.934864
-200.0,200,49.286061
-200.0,200,51.535218
-200.0,200,51.861933
-200.0,200,52.118757
-200.0,200,52.403995
-200.0,200,52.695741
-200.0,200,52.882057
-200.0,200,53.13394
-200.0,200,53.476625
-200.0,200,53.807222
-200.0,200,54.016877
-200.0,200,56.178843
-200.0,200,56.49213
-200.0,200,56.737407
-200.0,200,56.911307
-200.0,200,57.085294
