# {"t_start": 1594082179.8257134, "env_id": "HalfCheetahSparse-v3"} 
r,l,t
0.0,500,3.977347
0.0,500,4.891006
0.0,500,5.820704
0.0,500,6.745965
0.0,500,10.401739
0.0,500,11.321383
0.0,500,12.358644
0.0,500,13.354856
0.0,500,17.275796
0.0,500,18.19138
0.0,500,19.031759
0.0,500,19.986773
0.0,500,23.535544
0.0,500,24.523628
0.0,500,25.686814
0.0,500,26.619139
0.0,500,29.857798
0.0,500,30.773942
0.0,500,31.723524
0.0,500,32.641352
0.0,500,35.922046
0.0,500,36.861163
0.0,500,37.85189
0.0,500,38.775651
0.0,500,42.097246
0.0,500,43.050889
0.0,500,44.012763
0.0,500,44.983936
0.0,500,48.618304
0.0,500,49.632675
0.0,500,50.64074
0.0,500,51.606648
0.0,500,55.257574
0.0,500,56.30606
0.0,500,57.283119
0.0,500,58.326212
0.0,500,62.367812
0.0,500,63.421812
0.0,500,64.596982
0.0,500,65.725689
0.0,500,70.424446
0.0,500,71.741658
0.0,500,73.036576
0.0,500,74.029582
0.0,500,75.140658
0.0,500,79.291601
0.0,500,80.488732
0.0,500,81.667722
0.0,500,82.771486
299.0,500,87.393131
0.0,500,88.508298
0.0,500,89.630772
0.0,500,90.790581
0.0,500,95.232976
0.0,500,96.343344
0.0,500,97.424424
0.0,500,98.584964
0.0,500,102.863715
0.0,500,104.016188
0.0,500,105.180061
0.0,500,106.216152
0.0,500,110.523295
0.0,500,111.673753
0.0,500,112.724517
0.0,500,113.988802
0.0,500,117.974051
0.0,500,119.064845
0.0,500,120.183253
0.0,500,121.241108
0.0,500,125.450405
0.0,500,126.58856
0.0,500,127.704417
0.0,500,128.859252
0.0,500,133.08802
0.0,500,134.164718
0.0,500,135.197333
0.0,500,136.517884
0.0,500,140.703849
0.0,500,141.674285
0.0,500,142.694492
0.0,500,143.851156
0.0,500,148.024699
0.0,500,149.300825
0.0,500,150.472162
0.0,500,151.662693
0.0,500,152.882887
0.0,500,157.338593
0.0,500,158.466579
0.0,500,159.452577
0.0,500,160.712966
0.0,500,165.317514
0.0,500,166.529983
0.0,500,167.636684
0.0,500,168.858731
0.0,500,172.984149
0.0,500,174.061651
0.0,500,175.198088
0.0,500,176.297462
0.0,500,180.39497
0.0,500,181.468381
0.0,500,182.636895
0.0,500,183.823161
0.0,500,188.064571
0.0,500,189.408235
0.0,500,190.415196
0.0,500,191.519186
0.0,500,195.848229
139.0,500,197.004283
55.0,500,198.160076
0.0,500,199.337432
0.0,500,203.677991
0.0,500,204.675478
14.0,500,205.947004
0.0,500,207.216327
0.0,500,211.664308
0.0,500,212.848107
0.0,500,213.956345
0.0,500,215.024558
0.0,500,219.561144
0.0,500,220.592106
0.0,500,221.767645
0.0,500,222.798843
0.0,500,226.788827
0.0,500,228.016967
0.0,500,229.134937
0.0,500,230.519917
0.0,500,234.681815
0.0,500,235.717079
0.0,500,236.83814
0.0,500,237.979305
0.0,500,239.029776
0.0,500,243.244692
0.0,500,244.297016
0.0,500,245.411219
0.0,500,246.507255
0.0,500,250.665289
0.0,500,251.715877
0.0,500,252.848558
0.0,500,253.844295
0.0,500,258.087077
0.0,500,259.123605
0.0,500,260.165642
0.0,500,261.349839
0.0,500,265.435847
0.0,500,266.557925
0.0,500,267.670028
0.0,500,268.786787
0.0,500,273.112832
0.0,500,274.395774
0.0,500,275.470361
0.0,500,276.534504
0.0,500,280.882702
0.0,500,282.009071
0.0,500,283.117749
0.0,500,284.320522
0.0,500,288.468564
0.0,500,289.506485
0.0,500,290.617516
0.0,500,291.756496
0.0,500,296.097355
0.0,500,297.489661
0.0,500,298.713195
0.0,500,299.926898
0.0,500,304.11957
0.0,500,305.28174
0.0,500,306.374185
55.0,500,307.527449
0.0,500,311.850532
0.0,500,312.923829
0.0,500,314.066557
0.0,500,315.314237
0.0,500,316.525215
0.0,500,320.845801
0.0,500,321.962562
0.0,500,323.009814
0.0,500,324.300447
0.0,500,328.530154
0.0,500,329.657566
0.0,500,330.716734
0.0,500,331.775611
0.0,500,335.878628
0.0,500,336.991754
0.0,500,338.043327
72.0,500,339.22372
0.0,500,343.448231
0.0,500,344.619437
0.0,500,345.69698
0.0,500,346.8014
0.0,500,351.458466
0.0,500,352.631097
0.0,500,353.880709
0.0,500,354.982286
0.0,500,359.223664
0.0,500,360.443897
0.0,500,361.589211
0.0,500,362.734899
0.0,500,367.301425
0.0,500,368.474261
0.0,500,369.640054
0.0,500,370.90712
0.0,500,375.227213
0.0,500,376.31642
0.0,500,377.441514
0.0,500,378.624202
0.0,500,382.874233
0.0,500,384.075866
0.0,500,385.275521
0.0,500,386.329824
0.0,500,390.464157
0.0,500,391.558314
0.0,500,392.688034
0.0,500,393.829846
0.0,500,398.100272
0.0,500,399.142842
0.0,500,400.315127
0.0,500,401.510203
0.0,500,402.717125
0.0,500,407.111063
0.0,500,408.36157
0.0,500,409.501634
207.0,500,410.727021
0.0,500,415.107282
0.0,500,416.13024
0.0,500,417.198173
0.0,500,418.219117
189.0,500,422.58997
0.0,500,423.788436
0.0,500,425.123171
0.0,500,426.377218
0.0,500,430.716357
381.0,500,431.79647
0.0,500,433.045369
0.0,500,434.250898
0.0,500,438.505722
363.0,500,439.606137
0.0,500,440.917834
88.0,500,442.016638
0.0,500,446.243523
0.0,500,447.302603
0.0,500,448.377707
239.0,500,449.551174
0.0,500,453.572344
0.0,500,454.735961
0.0,500,455.830076
0.0,500,457.002907
0.0,500,461.224285
129.0,500,462.337014
0.0,500,463.451044
0.0,500,464.609794
0.0,500,469.104445
207.0,500,470.1762
0.0,500,471.513185
0.0,500,472.851018
0.0,500,477.081017
0.0,500,478.331402
342.0,500,479.527709
0.0,500,480.682482
0.0,500,482.001078
49.0,500,486.199295
0.0,500,487.209331
0.0,500,488.395559
0.0,500,489.638744
0.0,500,493.689709
0.0,500,494.860343
0.0,500,495.919665
0.0,500,497.125324
0.0,500,501.221017
0.0,500,502.24794
0.0,500,503.444198
219.0,500,504.49029
0.0,500,508.553954
0.0,500,509.607466
0.0,500,510.735659
0.0,500,511.917089
0.0,500,515.89908
341.0,500,517.020378
0.0,500,518.122483
0.0,500,519.33304
0.0,500,523.418305
0.0,500,524.555664
0.0,500,525.808113
0.0,500,526.934324
0.0,500,531.333174
0.0,500,532.624639
0.0,500,533.807889
0.0,500,534.853885
0.0,500,539.21066
0.0,500,540.319024
0.0,500,541.507168
0.0,500,542.548434
0.0,500,546.789424
108.0,500,547.890572
0.0,500,549.040268
0.0,500,550.338557
0.0,500,554.652359
0.0,500,555.678639
0.0,500,556.820883
0.0,500,557.955621
0.0,500,559.133596
0.0,500,563.123746
0.0,500,564.114938
0.0,500,565.12423
366.0,500,566.25262
0.0,500,570.988724
271.0,500,572.0787
188.0,500,573.311518
0.0,500,574.435771
112.0,500,578.763847
0.0,500,580.044923
0.0,500,581.229863
0.0,500,582.544822
137.0,500,586.739212
0.0,500,587.996083
0.0,500,589.010734
0.0,500,590.139762
33.0,500,594.135208
202.0,500,595.300323
322.0,500,596.366948
0.0,500,597.468712
0.0,500,601.767565
11.0,500,602.825994
17.0,500,603.964906
0.0,500,604.971239
0.0,500,609.290313
0.0,500,610.32715
0.0,500,611.571143
0.0,500,612.84408
0.0,500,617.294005
0.0,500,618.451412
0.0,500,619.69346
0.0,500,620.838251
0.0,500,624.877173
0.0,500,626.114113
134.0,500,627.235864
40.0,500,628.491524
0.0,500,632.463952
0.0,500,633.518833
231.0,500,634.805215
0.0,500,635.882999
0.0,500,639.989306
0.0,500,641.045163
0.0,500,642.186417
297.0,500,643.488752
0.0,500,644.772671
0.0,500,648.993406
0.0,500,650.03963
0.0,500,651.203046
0.0,500,652.41254
0.0,500,656.67626
0.0,500,657.781534
0.0,500,658.867237
0.0,500,659.925481
0.0,500,664.14429
0.0,500,665.20514
0.0,500,666.267502
0.0,500,667.394169
0.0,500,671.603986
0.0,500,672.741219
0.0,500,673.851661
109.0,500,674.94506
216.0,500,678.805833
0.0,500,679.84866
0.0,500,680.989647
0.0,500,682.122214
0.0,500,686.348207
0.0,500,687.417611
0.0,500,688.587956
0.0,500,689.75543
0.0,500,694.129093
0.0,500,695.1593
0.0,500,696.182143
288.0,500,697.28026
0.0,500,701.698441
0.0,500,702.831235
0.0,500,703.970493
0.0,500,705.193296
0.0,500,709.487364
0.0,500,710.637024
0.0,500,711.815294
0.0,500,712.955909
0.0,500,716.940389
0.0,500,718.141517
0.0,500,719.395032
0.0,500,720.459058
0.0,500,721.637158
0.0,500,725.744361
0.0,500,726.968499
0.0,500,728.016806
0.0,500,729.095887
0.0,500,733.347265
0.0,500,734.423615
0.0,500,735.642824
0.0,500,736.924603
0.0,500,741.366165
0.0,500,742.447847
0.0,500,743.590418
0.0,500,744.84593
0.0,500,749.092724
0.0,500,750.168555
389.0,500,751.184107
0.0,500,752.333962
0.0,500,756.486825
0.0,500,757.49849
0.0,500,758.553555
0.0,500,759.723479
0.0,500,764.107152
0.0,500,765.326601
0.0,500,766.546192
0.0,500,767.726909
12.0,500,772.163056
0.0,500,773.345694
0.0,500,774.482803
0.0,500,775.713309
339.0,500,779.877615
0.0,500,780.950194
0.0,500,782.090999
0.0,500,783.2498
0.0,500,787.885381
0.0,500,788.962058
0.0,500,790.103002
0.0,500,791.302639
0.0,500,795.648017
0.0,500,796.725222
0.0,500,798.012291
0.0,500,799.329826
0.0,500,803.528567
0.0,500,804.684785
0.0,500,805.792079
0.0,500,807.047202
0.0,500,808.252514
0.0,500,812.508651
0.0,500,813.622201
0.0,500,814.878438
0.0,500,815.951521
0.0,500,820.173602
0.0,500,821.201165
0.0,500,822.356634
0.0,500,823.485931
0.0,500,827.485361
0.0,500,828.629523
0.0,500,829.680446
0.0,500,830.792155
0.0,500,835.219867
0.0,500,836.484591
0.0,500,837.524544
0.0,500,838.743939
0.0,500,842.917443
0.0,500,844.039837
0.0,500,845.214888
0.0,500,846.321688
0.0,500,850.857225
0.0,500,852.000503
0.0,500,853.061847
0.0,500,854.076078
0.0,500,858.205926
0.0,500,859.221099
0.0,500,860.254608
0.0,500,861.252959
0.0,500,865.401555
0.0,500,866.590329
0.0,500,867.708194
0.0,500,868.772933
0.0,500,873.106515
0.0,500,874.198252
0.0,500,875.394974
0.0,500,876.526831
0.0,500,880.629174
0.0,500,881.852252
0.0,500,882.948743
0.0,500,884.234437
0.0,500,885.337522
0.0,500,889.747902
392.0,500,890.891978
0.0,500,891.944712
0.0,500,893.15655
0.0,500,897.460695
0.0,500,898.532617
0.0,500,899.635776
0.0,500,900.813014
0.0,500,905.077687
0.0,500,906.067132
0.0,500,907.15679
13.0,500,908.227416
0.0,500,912.298497
0.0,500,913.341133
0.0,500,914.458444
0.0,500,915.723023
346.0,500,920.033424
0.0,500,921.133131
0.0,500,922.227362
0.0,500,923.397384
0.0,500,927.43304
0.0,500,928.476432
0.0,500,929.675666
0.0,500,930.754888
0.0,500,935.193018
0.0,500,936.275266
0.0,500,937.460151
0.0,500,938.689856
0.0,500,942.917485
0.0,500,944.175756
0.0,500,945.292501
0.0,500,946.4602
0.0,500,950.518623
0.0,500,951.519883
0.0,500,952.677912
0.0,500,953.908772
0.0,500,958.289372
0.0,500,959.470873
0.0,500,960.562132
0.0,500,961.776966
0.0,500,962.783586
0.0,500,966.979784
0.0,500,968.109577
0.0,500,969.165416
0.0,500,970.42503
0.0,500,974.763081
0.0,500,976.112684
0.0,500,977.389692
0.0,500,978.481819
0.0,500,982.675944
0.0,500,983.7675
0.0,500,984.850222
0.0,500,986.05274
0.0,500,990.415682
0.0,500,991.576979
0.0,500,992.73788
0.0,500,993.993078
0.0,500,998.36941
0.0,500,999.535854
0.0,500,1000.652037
0.0,500,1001.780191
0.0,500,1006.042762
0.0,500,1007.205564
0.0,500,1008.380118
0.0,500,1009.408613
0.0,500,1013.87115
0.0,500,1015.01023
0.0,500,1016.245499
0.0,500,1017.300368
0.0,500,1021.277631
0.0,500,1022.327135
0.0,500,1023.497711
0.0,500,1024.585644
0.0,500,1029.135261
0.0,500,1030.370821
0.0,500,1031.616292
0.0,500,1032.796378
0.0,500,1037.020284
0.0,500,1038.150743
339.0,500,1039.19147
0.0,500,1040.376832
0.0,500,1044.779947
0.0,500,1045.940959
170.0,500,1047.001485
0.0,500,1048.147234
0.0,500,1049.167317
0.0,500,1053.246319
0.0,500,1054.355509
0.0,500,1055.566933
0.0,500,1056.642936
0.0,500,1060.817269
0.0,500,1062.080793
0.0,500,1063.160462
0.0,500,1064.433089
0.0,500,1068.837893
0.0,500,1070.013365
0.0,500,1071.291968
0.0,500,1072.417501
0.0,500,1076.439952
0.0,500,1077.469149
0.0,500,1078.673219
0.0,500,1079.794201
0.0,500,1084.364583
0.0,500,1085.516518
0.0,500,1086.617091
0.0,500,1087.771775
0.0,500,1092.021723
0.0,500,1093.141195
0.0,500,1094.167413
0.0,500,1095.21675
0.0,500,1099.605942
101.0,500,1100.764976
0.0,500,1101.797041
0.0,500,1102.952264
0.0,500,1106.974751
0.0,500,1108.166778
0.0,500,1109.284372
0.0,500,1110.520149
0.0,500,1114.910331
0.0,500,1116.200017
0.0,500,1117.261827
0.0,500,1118.248109
0.0,500,1122.692276
0.0,500,1123.83747
0.0,500,1125.065269
0.0,500,1126.135619
0.0,500,1127.1286
0.0,500,1131.428166
0.0,500,1132.440625
0.0,500,1133.512658
0.0,500,1134.553195
0.0,500,1138.830209
0.0,500,1139.882497
0.0,500,1141.085188
0.0,500,1142.131205
0.0,500,1146.354452
0.0,500,1147.454743
0.0,500,1148.63882
0.0,500,1149.793309
0.0,500,1154.149843
0.0,500,1155.297454
0.0,500,1156.371347
0.0,500,1157.490893
0.0,500,1161.89926
140.0,500,1163.163486
0.0,500,1164.301006
0.0,500,1165.359287
0.0,500,1169.680153
0.0,500,1170.879856
0.0,500,1171.974565
0.0,500,1173.186585
0.0,500,1177.681069
0.0,500,1178.71316
0.0,500,1179.769399
0.0,500,1180.859501
0.0,500,1185.334101
0.0,500,1186.472417
0.0,500,1187.620616
0.0,500,1188.668262
0.0,500,1193.16715
0.0,500,1194.341055
0.0,500,1195.423695
0.0,500,1196.56212
0.0,500,1200.57345
0.0,500,1201.7957
0.0,500,1202.935436
0.0,500,1204.10481
0.0,500,1208.336964
0.0,500,1209.537367
0.0,500,1210.861884
0.0,500,1212.000969
0.0,500,1213.168879
0.0,500,1217.238209
0.0,500,1218.431522
0.0,500,1219.540467
0.0,500,1220.595381
0.0,500,1224.994964
0.0,500,1225.969471
0.0,500,1227.126049
0.0,500,1228.370946
0.0,500,1232.533243
0.0,500,1233.58899
0.0,500,1234.819107
0.0,500,1236.136088
0.0,500,1240.60147
0.0,500,1241.828267
0.0,500,1243.01426
0.0,500,1244.143101
0.0,500,1248.374626
0.0,500,1249.409388
0.0,500,1250.443331
0.0,500,1251.602025
0.0,500,1255.718876
0.0,500,1256.80971
0.0,500,1257.917778
0.0,500,1259.165557
0.0,500,1263.808585
0.0,500,1264.961261
0.0,500,1266.117453
0.0,500,1267.448205
0.0,500,1271.545088
0.0,500,1272.791492
0.0,500,1273.933085
0.0,500,1275.145076
0.0,500,1279.29599
0.0,500,1280.448838
0.0,500,1281.57392
0.0,500,1282.618582
0.0,500,1286.864852
0.0,500,1288.047553
0.0,500,1289.141218
0.0,500,1290.212845
0.0,500,1291.270961
0.0,500,1295.545914
