# {"t_start": 1594723944.6049733, "env_id": "HalfCheetahSparse-v3"} 
r,l,t
0.0,500,2.161303
0.0,500,2.620985
0.0,500,3.075802
0.0,500,3.55782
237.0,500,12.740598
0.0,500,13.19604
0.0,500,13.692548
0.0,500,14.267656
0.0,500,50.156162
0.0,500,50.633276
0.0,500,51.138609
0.0,500,51.697149
0.0,500,90.707467
0.0,500,91.257737
0.0,500,91.718089
0.0,500,92.279031
0.0,500,131.413991
0.0,500,131.872559
0.0,500,132.358099
0.0,500,132.884095
0.0,500,171.505196
0.0,500,172.053091
0.0,500,172.511809
0.0,500,172.969992
0.0,500,211.137156
0.0,500,211.640334
0.0,500,212.127717
0.0,500,212.593514
0.0,500,251.171781
0.0,500,251.634791
0.0,500,252.137881
0.0,500,252.628176
0.0,500,291.258048
0.0,500,291.766097
0.0,500,292.222581
0.0,500,292.686396
0.0,500,329.968194
0.0,500,330.499824
0.0,500,330.953784
0.0,500,331.415188
132.0,500,367.939989
0.0,500,368.435817
0.0,500,368.922494
0.0,500,369.45498
0.0,500,369.90836
0.0,500,407.89315
0.0,500,408.356939
24.0,500,408.813736
0.0,500,409.271906
102.0,500,446.017703
0.0,500,446.497581
0.0,500,447.052507
0.0,500,447.509026
0.0,500,486.529077
0.0,500,486.99533
0.0,500,487.45122
4.0,500,487.939131
0.0,500,525.163523
0.0,500,525.630253
0.0,500,526.09122
0.0,500,526.546108
0.0,500,564.675095
0.0,500,565.132519
0.0,500,565.588034
0.0,500,566.044017
0.0,500,605.448848
0.0,500,605.927773
0.0,500,606.382641
0.0,500,607.019386
0.0,500,644.650022
0.0,500,645.108762
0.0,500,645.585769
0.0,500,646.147655
0.0,500,684.282687
0.0,500,684.752857
59.0,500,685.251947
0.0,500,685.708082
0.0,500,721.680127
0.0,500,722.133201
0.0,500,722.612043
0.0,500,723.066355
0.0,500,760.975908
0.0,500,761.59808
0.0,500,762.058833
0.0,500,762.526457
0.0,500,762.989708
0.0,500,803.414951
0.0,500,803.940081
0.0,500,804.438229
0.0,500,804.925116
0.0,500,841.928793
0.0,500,842.413164
32.0,500,843.002012
0.0,500,843.516742
0.0,500,883.432514
0.0,500,883.889599
0.0,500,884.34653
0.0,500,884.9434
0.0,500,922.814003
0.0,500,923.316057
0.0,500,923.769235
0.0,500,924.222232
0.0,500,962.080631
0.0,500,962.542028
0.0,500,963.068262
0.0,500,963.573428
0.0,500,1002.279505
0.0,500,1002.733176
0.0,500,1003.193555
0.0,500,1003.6492
0.0,500,1040.922216
0.0,500,1041.388478
0.0,500,1041.913612
137.0,500,1042.381187
0.0,500,1080.01744
0.0,500,1080.473637
0.0,500,1080.92643
0.0,500,1081.38125
0.0,500,1119.693808
0.0,500,1120.20021
0.0,500,1120.737962
0.0,500,1121.345614
0.0,500,1159.923709
0.0,500,1160.397201
0.0,500,1160.898708
35.0,500,1161.356112
0.0,500,1199.062883
0.0,500,1199.614472
0.0,500,1200.126292
0.0,500,1200.710967
235.0,500,1201.177669
0.0,500,1239.202951
0.0,500,1239.658512
0.0,500,1240.111974
0.0,500,1240.56523
0.0,500,1277.168806
0.0,500,1277.773634
0.0,500,1278.354268
0.0,500,1278.812766
0.0,500,1316.739801
0.0,500,1317.211286
0.0,500,1317.702667
0.0,500,1318.158443
205.0,500,1356.655023
0.0,500,1357.336286
0.0,500,1357.966329
0.0,500,1358.470692
0.0,500,1395.535768
0.0,500,1396.16617
122.0,500,1396.621293
0.0,500,1397.130339
99.0,500,1435.359907
0.0,500,1435.997001
78.0,500,1436.548476
0.0,500,1437.060231
0.0,500,1475.703475
0.0,500,1476.159317
0.0,500,1476.623023
0.0,500,1477.198047
0.0,500,1515.126597
0.0,500,1515.584628
19.0,500,1516.085722
0.0,500,1516.543378
5.0,500,1556.030946
0.0,500,1556.487088
0.0,500,1556.998732
0.0,500,1557.56221
0.0,500,1596.422919
0.0,500,1596.880605
0.0,500,1597.338305
0.0,500,1597.843022
0.0,500,1598.354026
0.0,500,1636.501044
0.0,500,1636.97716
0.0,500,1637.462289
0.0,500,1637.974735
0.0,500,1676.255156
126.0,500,1676.768907
0.0,500,1677.224266
0.0,500,1677.679635
0.0,500,1715.315479
0.0,500,1715.777813
0.0,500,1716.270697
0.0,500,1716.820566
0.0,500,1753.150678
0.0,500,1753.606409
0.0,500,1754.168572
65.0,500,1754.670003
0.0,500,1792.208865
0.0,500,1792.725882
0.0,500,1793.187991
0.0,500,1793.679877
0.0,500,1831.346695
0.0,500,1831.803876
116.0,500,1832.493884
0.0,500,1832.969599
0.0,500,1870.536301
0.0,500,1871.000235
0.0,500,1871.560714
0.0,500,1872.211134
0.0,500,1909.405158
0.0,500,1909.902241
256.0,500,1910.37709
0.0,500,1910.842164
0.0,500,1948.619751
0.0,500,1949.081935
193.0,500,1949.596864
0.0,500,1950.165388
19.0,500,1987.958053
209.0,500,1988.422005
0.0,500,1988.981092
0.0,500,1989.487046
0.0,500,2028.781542
0.0,500,2029.26451
0.0,500,2029.725562
249.0,500,2030.188067
0.0,500,2030.649119
0.0,500,2069.278532
234.0,500,2069.766142
0.0,500,2070.241585
0.0,500,2070.762492
84.0,500,2110.496579
0.0,500,2110.94605
0.0,500,2111.395071
0.0,500,2111.844023
0.0,500,2151.647828
0.0,500,2152.237458
0.0,500,2152.896909
0.0,500,2153.360896
185.0,500,2193.164929
0.0,500,2193.634471
0.0,500,2194.297009
0.0,500,2194.821471
0.0,500,2232.591606
0.0,500,2233.21378
0.0,500,2233.67714
0.0,500,2234.128039
0.0,500,2272.898143
0.0,500,2273.37323
0.0,500,2273.838349
261.0,500,2274.294404
0.0,500,2312.680656
114.0,500,2313.141182
0.0,500,2313.68701
0.0,500,2314.153234
0.0,500,2351.990715
312.0,500,2352.455717
0.0,500,2352.977707
0.0,500,2353.486067
0.0,500,2392.381908
0.0,500,2392.847391
2.0,500,2393.305142
0.0,500,2393.763758
0.0,500,2431.583424
0.0,500,2432.034196
0.0,500,2432.491772
0.0,500,2432.94486
0.0,500,2433.404272
0.0,500,2472.390219
0.0,500,2472.853696
0.0,500,2473.441955
0.0,500,2473.899668
0.0,500,2511.602598
0.0,500,2512.206728
0.0,500,2512.692518
0.0,500,2513.149628
0.0,500,2551.692506
0.0,500,2552.146766
24.0,500,2552.62788
0.0,500,2553.080273
0.0,500,2591.10942
0.0,500,2591.596352
150.0,500,2592.063241
0.0,500,2592.53101
0.0,500,2631.78925
250.0,500,2632.242853
0.0,500,2632.694737
0.0,500,2633.156554
0.0,500,2670.763232
224.0,500,2671.279696
0.0,500,2671.77837
0.0,500,2672.259501
0.0,500,2711.729244
114.0,500,2712.198891
0.0,500,2712.65932
0.0,500,2713.118336
0.0,500,2751.684625
102.0,500,2752.174766
0.0,500,2752.670189
0.0,500,2753.248527
0.0,500,2790.389631
0.0,500,2790.846593
60.0,500,2791.35671
64.0,500,2791.814246
0.0,500,2829.661538
0.0,500,2830.117686
205.0,500,2830.574062
0.0,500,2831.030204
0.0,500,2831.487612
0.0,500,2869.510956
0.0,500,2869.968517
0.0,500,2870.4261
0.0,500,2871.021526
158.0,500,2908.974355
0.0,500,2909.451294
0.0,500,2909.910932
0.0,500,2910.469652
0.0,500,2947.044028
0.0,500,2947.531103
237.0,500,2947.992285
247.0,500,2948.499283
115.0,500,2985.794238
0.0,500,2986.260736
40.0,500,2986.712358
0.0,500,2987.234495
49.0,500,3025.527394
163.0,500,3025.984689
0.0,500,3026.457581
0.0,500,3026.972627
0.0,500,3066.829059
0.0,500,3067.337178
0.0,500,3067.813249
0.0,500,3068.295425
0.0,500,3105.971492
0.0,500,3106.590364
38.0,500,3107.102447
0.0,500,3107.559801
51.0,500,3145.43764
0.0,500,3145.890328
0.0,500,3146.397773
58.0,500,3146.851456
266.0,500,3186.462747
7.0,500,3186.919289
0.0,500,3187.525298
0.0,500,3187.984197
0.0,500,3227.095462
77.0,500,3227.551343
236.0,500,3228.007291
0.0,500,3228.53309
0.0,500,3267.075967
0.0,500,3267.527006
50.0,500,3268.150309
0.0,500,3268.619891
208.0,500,3269.07461
0.0,500,3307.62138
138.0,500,3308.074333
207.0,500,3308.528139
0.0,500,3308.982419
0.0,500,3345.909165
5.0,500,3346.391668
120.0,500,3347.025927
16.0,500,3347.671251
0.0,500,3385.687085
164.0,500,3386.143992
0.0,500,3386.601089
319.0,500,3387.057894
210.0,500,3424.989344
0.0,500,3425.446774
0.0,500,3425.903513
0.0,500,3426.438089
0.0,500,3465.208821
0.0,500,3465.659468
33.0,500,3466.117928
0.0,500,3466.569224
241.0,500,3506.187287
0.0,500,3506.756426
0.0,500,3507.220005
256.0,500,3507.736127
0.0,500,3546.153693
0.0,500,3546.604444
59.0,500,3547.156531
0.0,500,3547.696355
0.0,500,3585.868511
0.0,500,3586.323096
0.0,500,3586.776599
0.0,500,3587.231136
0.0,500,3624.904949
